plant_species,plant_accepted_name,plant_family
Penstemon hirsutus,Penstemon hirsutus (L.) Willd.,Plantaginaceae
Syzygium cormiflorum,Syzygium cormiflorum (F.Muell.) B.Hyland,Myrtaceae
Anthurium bustamanteae,"Anthurium bustamanteae Croat, E.Freire, Bleiweiss & Sorn.Mol.",Araceae
Phacelia tanacetifolia,Phacelia tanacetifolia Benth.,Boraginaceae
Artemisia simplex,"Artemisia simplex (A.Nelson) Sòn.Garcia, Garnatje, McArthur, Pellicer, S.C.Sand. & Vallès-Xirau",Asteraceae
Campanula rotundifolia,Campanula rotundifolia L.,Campanulaceae
Trixis praestans,Trixis praestans Cabrera,Asteraceae
Salvia assurgens,Salvia assurgens Kunth,Lamiaceae
Roella ciliata,Roella ciliata L.,Campanulaceae
Apium bermejoi,Apium bermejoi L.Llorens,Apiaceae
Naufraga balearica,Naufraga balearica Constance & Cannon,Apiaceae
Tecoma fulva ssp. garrocha,Tecoma fulva subsp. garrocha (Hieron.) J.R.I.Wood,Bignoniaceae
Ammi majus,Ammi majus L.,Apiaceae
Triplaris gardneriana,Triplaris gardneriana Wedd.,Polygonaceae
Senecio macrophyllus,Senecio macrophyllus Kunth,Asteraceae
Campanula medium,Campanula medium L.,Campanulaceae
Ficus citrifolia,Ficus citrifolia Mill.,Moraceae
Eichhornia azurea,Eichhornia azurea Kunth,Pontederiaceae
Cupania oblongifolia,Cupania oblongifolia Mart.,Sapindaceae
Thelymitra antennifera,Thelymitra antennifera (Lindl.) Hook.f.,Orchidaceae
Capparis ovata,Capparis ovata Desf.,Capparaceae
Capparis spinosa,Capparis spinosa L.,Capparaceae
Orchis coriophora,Orchis coriophora L.,Orchidaceae
Orchis collina,Orchis collina Banks & Sol.,Orchidaceae
Orchis israelitica,Orchis israelitica H.Baumann & Dafni,Orchidaceae
Bellevalia flexuosa,Bellevalia flexuosa Boiss.,Asparagaceae
Cephalanthera longifolia,Cephalanthera longifolia (L.) Fritsch,Orchidaceae
Cistus salviifolius,Cistus salviifolius L.,Cistaceae
Rhynchospora cephalotes,Rhynchospora cephalotes (L.) Vahl,Cyperaceae
Urginea maritima,Urginea maritima (L.) Baker,Asparagaceae
Iris aphylla,Iris aphylla L.,Iridaceae
Weddellina squamulosa,Weddellina squamulosa Tul.,Podostemaceae
Eriope blanchetii,Eriope blanchetii (Benth.) Harley,Lamiaceae
Ranunculus weyleri,Ranunculus weyleri Mares,Ranunculaceae
Calyptrogyne ghiesbreghtiana,Calyptrogyne ghiesbreghtiana (Linden & H.Wendl.) H.Wendl.,Arecaceae
Sternbergia clusiana,Sternbergia clusiana Ker Gawl. ex Schult.,Amaryllidaceae
Anemone coronaria,Anemone coronaria L.,Ranunculaceae
Erigenia bulbosa,Erigenia bulbosa Nutt.,Apiaceae
Claytonia virginica,Claytonia virginica L.,Montiaceae
Dentaria laciniata,Dentaria laciniata Muhl.,Brassicaceae
Stellaria media,Stellaria media (L.) Vill.,Caryophyllaceae
Banksia aemula,Banksia aemula R.Br.,Proteaceae
Cucurbita maxima var. zapallito,Cucurbita maxima var. zapallito (Carrière) Millán,Cucurbitaceae
Leucaena leucocephala,Leucaena leucocephala (Lam.) de Wit,Fabaceae
Dendrophylax lindenii,Dendrophylax lindenii (Lindl.) Benth. ex Rolfe,Orchidaceae
Catasetum fimbriatum,Catasetum fimbriatum (Gardner) Rchb.f.,Orchidaceae
Gloriosa superba,Gloriosa superba L.,Colchicaceae
Pentaclethra macroloba,Pentaclethra macroloba (Willd.) Kuntze,Fabaceae
Annona senegalensis,Annona senegalensis Pers.,Annonaceae
Marginatocereus marginatus,Marginatocereus marginatus (DC.) Backeb.,Cactaceae
Hancornia speciosa,Hancornia speciosa Gomes,Apocynaceae
Syzygium jambolanum,Syzygium jambolanum (Lam.) DC.,Myrtaceae
Vaccinium virgatum,Vaccinium virgatum Aiton,Ericaceae
Ocotea porosa,Ocotea porosa (Nees & Mart.) Barroso,Lauraceae
Serapias vomeracea,Serapias vomeracea (Burm.f.) Briq.,Orchidaceae
Hypecum imberbe,Hypechusa Alef.,Fabaceae
Hypecum procumbens ssp. procumbens,Hypechusa Alef.,Fabaceae
Echeveria rosea,Echeveria rosea Lindl.,Crassulaceae
Solanum insanum,Solanum insanum J.Fisch.,NA
Solanum melongena,Solanum melongena L.,Solanaceae
Maxillaria ochroleuca,Maxillaria ochroleuca Lodd. ex Lindl.,Orchidaceae
Trachymene incisa subsp. incisa,Trachymene incisa subsp. incisa ,Araliaceae
Trachymene incisa ssp. incisa,Trachymene incisa subsp. incisa ,Araliaceae
Thalictrum pubescens,Thalictrum pubescens Schleich. ex DC.,Ranunculaceae
Silene noctiflora,Silene noctiflora L.,Caryophyllaceae
Pimelea arenaria,Pimelea arenaria A.Cunn.,Thymelaeaceae
Banksia brownii,Banksia brownii Baxter ex R.Br.,Proteaceae
Dichorisandra rhizantha,Dichorisandra rhizantha Aona,Commelinaceae
Chamaecrista ramosa,Chamaecrista ramosa (Vogel) H.S.Irwin & Barneby,Fabaceae
Caryocar brasiliense,Caryocar brasiliense A.St.-Hil.,Caryocaraceae
Petunia mantiqueirensis,Petunia mantiqueirensis T.Ando & Hashim.,Solanaceae
Mandevilla tenuifolia,Mandevilla tenuifolia (J.C.Mikan) Woodson,Apocynaceae
Callitriche rimosa,Callitriche rimosa Fassett,Plantaginaceae
Randia itatiaiae,Randia itatiaiae Silva Neto & Ávila,Rubiaceae
Janusia anisandra,Janusia anisandra (A.Juss.) Griseb.,Malpighiaceae
Miconia theizans,Miconia theizans (Bonpl.) Cogn.,Melastomataceae
Pleroma granulosum,Pleroma granulosum (Desr.) D.Don,Melastomataceae
Pleroma raddianum,Pleroma raddianum (DC.) Gardner,Melastomataceae
Piper mollicomum,Piper mollicomum (Kunth) Kunth ex Steud.,NA
Psychotria nuda,Psychotria nuda (Cham. & Schltdl.) Wawra,Rubiaceae
Rudgea jasminoides,Rudgea jasminoides (Cham.) Müll.Arg.,Rubiaceae
Psychotria birotula,Psychotria birotula L.B.Sm. & Downs,Rubiaceae
Psychotria mapourioides,Psychotria mapourioides DC.,Rubiaceae
Psychotria pubigera,Psychotria pubigera Schltdl.,Rubiaceae
Sinningia lutea,Sinningia lutea Buzatto & R.B.Singer,Gesneriaceae
Sinningia allagophylla,Sinningia allagophylla (Mart.) Wiehler,Gesneriaceae
Baccharis articulata,Baccharis articulata Pers.,Asteraceae
Baccharis cultrata,Baccharis cultrata Baker,Asteraceae
Baccharis patens,Baccharis patens Baker,Asteraceae
Baccharis linearifolia,Baccharis linearifolia Pers.,Asteraceae
Echium plantagineum,Echium plantagineum L.,Boraginaceae
Microstachys serrulata,Microstachys serrulata (Mart. & Zucc.) Müll.Arg.,Euphorbiaceae
Peperomia armondii,Peperomia armondii Yunck.,Piperaceae
Peperomia hilariana,Peperomia hilariana Miq.,Piperaceae
Peperomia urocarpa,Peperomia urocarpa Fisch. & C.A.Mey.,Piperaceae
Peperomia alata,Peperomia alata Ruiz & Pav.,Piperaceae
Peperomia blanda,Peperomia blanda (Jacq.) Kunth,Piperaceae
Peperomia circinnata,Peperomia circinnata Link,Piperaceae
Peperomia rotundifolia,Peperomia rotundifolia (L.) Kunth,Piperaceae
Peperomia rubricaulis,Peperomia rubricaulis A.Dietr.,Piperaceae
Piper aduncum,Piper aduncum L.,Piperaceae
Piper amalago,Piper amalago L.,Piperaceae
Piper arboreum,Piper arboreum Aubl.,Piperaceae
Piper crassinervium,Piper crassinervium Kunth,Piperaceae
Piper gaudichaudianum,Piper gaudichaudianum (Kunth) Kunth ex Steud.,NA
Piper glabratum,Piper glabratum (Kunth) Steud.,NA
Piper macedoi,Piper macedoi Yunck.,Piperaceae
Piper mikanianum,Piper mikanianum Steud.,Piperaceae
Piper regnelli,Piper regnellii C.DC.,Piperaceae
Piper xylosteoides,Piper xylosteoides Steud.,Piperaceae
Ottonia martiana,Ottonia martiana Miq.,Piperaceae
Ottonia propinqua,Ottonia propinqua Miq.,NA
Pothomorphe umbellata,Pothomorphe umbellata (L.) Miq.,Piperaceae
Muntingia calabura,Muntingia calabura L.,Muntingiaceae
Pera glabrata,Pera glabrata (Schott) Poepp. ex Baill.,Peraceae
Humiria balsamifera var. guianensis,Humiria balsamifera var. guianensis (Benth.) Cuatrec.,Humiriaceae
Humiria balsamifera var. balsamifera f. attenuata,Humiria balsamifera var. balsamifera ,Humiriaceae
Gorteria diffusa,Gorteria diffusa Thunb.,Asteraceae
Thymelaea velutina,Thymelaea velutina Meisn.,Thymelaeaceae
Paullinia weinmanniifolia,Paullinia weinmanniifolia A.Gray,NA
Solanum rostratum,Solanum rostratum L'Hér. ex Dunal,Solanaceae
Acianthera hamosa,Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae
Acianthera limae,Acianthera limae (Porto & Brade) Pridgeon & M.W.Chase,Orchidaceae
Acianthera modestissima,Acianthera modestissima (Rchb.f. & Warm.) Pridgeon & M.W.Chase,Orchidaceae
Acianthera prolifera,Acianthera prolifera (Herb. ex Lindl.) Pridgeon & M.W.Chase,Orchidaceae
Tabernaemontana undulata,Tabernaemontana undulata Vahl,Apocynaceae
Jatropha curcas,Jatropha curcas L.,Euphorbiaceae
Actinidia deliciosa,Actinidia deliciosa (A.Chev.) C.F.Liang & A.R.Ferguson,Actinidiaceae
Eschweilera nana,Eschweilera nana Miers,Lecythidaceae
Isocarpha megacephala,Isocarpha megacephala Mattf.,Asteraceae
Declieuxia fruticosa,Declieuxia fruticosa (Willd.) Kuntze,Rubiaceae
Moldenhawera nutans,"Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",Fabaceae
Stigmaphyllon paralias,Stigmaphyllon paralias A.Juss.,Malpighiaceae
Peixotoa hispidula,Peixotoa hispidula A.Juss.,Malpighiaceae
Passiflora edulis,Passiflora edulis Sims,Passifloraceae
Tritoniopsis ramosa,Tritoniopsis ramosa (Klatt) G.J.Lewis,Iridaceae
Rubus sp.,Rubus L.,Rosaceae
Daustinia montana,Daustinia montana (Moric.) Buril & A.R.Simões,Convolvulaceae
Yucca schidigera,Yucca schidigera Roezl ex Ortgies,Asparagaceae
Polygala myrtifolia,Polygala myrtifolia L.,Polygalaceae
Eremanthus erythropappus,Eremanthus erythropappus (DC.) MacLeish,Asteraceae
Eremanthus incanus,Eremanthus incanus Less.,Asteraceae
Jacaranda rugosa,Jacaranda rugosa A.H.Gentry,Bignoniaceae
Jacaranda caroba,Jacaranda caroba (Vell.) DC.,Bignoniaceae
Byrsonima verbascifolia,Byrsonima verbascifolia Rich. ex Juss.,Malpighiaceae
Cytinus hypocistis,Cytinus hypocistis (L.) L.,Cytinaceae
Babiana ringens subsp. ringens,Babiana ringens subsp. ringens ,Iridaceae
Babiana ringens subsp. australis,Babiana ringens subsp. australis Goldblatt & J.C.Manning,Iridaceae
Babiana hirsuta,Babiana hirsuta (Lam.) Goldblatt & J.C.Manning,Iridaceae
Babiana avicularis,Babiana avicularis Goldblatt & J.C.Manning,Iridaceae
Babiana carminea,Babiana carminea J.C.Manning & Goldblatt,Iridaceae
Dimorphotheca pinnata,Dimorphotheca pinnata Harv.,Asteraceae
Ursinia cakilefolia,Ursinia cakilefolia DC.,Asteraceae
Ursinia anthemoides,Ursinia anthemoides Gaertn.,Asteraceae
Bulnesia retama,Bulnesia retama var. weberbaueri Engl.,Zygophyllaceae
Ficus luschnathiana,Ficus luschnathiana Miq.,Moraceae
Ficus glabra,Ficus glabra Vell.,Moraceae
Ficus enormis,Ficus enormis Mart. ex Miq.,Moraceae
Persea americana,Persea americana Mill.,Lauraceae
Chelonanthus alatus,Chelonanthus alatus (Aubl.) Pulle,Gentianaceae
Penstemon gentianoides,Penstemon gentianoides (Kunth) Poir.,Plantaginaceae
Paepalanthus lundii,Paepalanthus lundii Körn.,Eriocaulaceae
Flourensia campestris,Flourensia campestris Griseb.,Asteraceae
Ipomoea hederacea,Ipomoea hederacea Jacq.,Convolvulaceae
Ipomoea mitchellae,Ipomoea mitchellae Standl.,Convolvulaceae
Ipomoea indica,Ipomoea indica Merr.,Convolvulaceae
Thelocactus leucacanthus ssp. schmollii,Thelocactus leucacanthus subsp. schmollii (Werderm.) Mosco & Zanov.,Cactaceae
Meriania hernandoi,Meriania hernandoi L.Uribe,Melastomataceae
Adelobotrys adscendens,Adelobotrys adscendens (Sw.) Triana,Melastomataceae
Meriania hernandii,Meriania hernandoi L.Uribe,Melastomataceae
Meriania tomentosa,Meriania tomentosa (Cogn.) Wurdack,Melastomataceae
Meriania sanguinea,Meriania sanguinea Wurdack,Melastomataceae
Axinaea confusa,Axinaea confusa E.Cotton,Melastomataceae
Axinaea costaricensis,Axinaea costaricensis Cogn.,Melastomataceae
Meriania maguirei,Meriania maguirei Wurdack,Melastomataceae
Meriania maxima,Meriania maxima Markgr.,Melastomataceae
Meriania nobilis,Meriania nobilis Triana,Melastomataceae
Meriania speciosa,Meriania speciosa (Bonpl.) Naudin,Melastomataceae
Graffenrieda penneysii,Graffenrieda penneysii Michelang. & C.Ulloa,Melastomataceae
Meriania aff. sanguinea,Meriania Sw.,Melastomataceae
Meriania furvanthera,Meriania furvanthera Wurdack,Melastomataceae
Axinaea sclerophylla,Axinaea sclerophylla Triana,Melastomataceae
Petunia interior,Petunia interior T.Ando & Hashim.,Solanaceae
Phaseolus vulgaris,Phaseolus vulgaris L.,Fabaceae
Rhododendron ferrugineum,Rhododendron ferrugineum L.,Ericaceae
Conospermum undulatum,Conospermum undulatum Lindl.,Proteaceae
Alpinia kwangsiensis,Alpinia kwangsiensis T.L.Wu & S.J.Chen,Zingiberaceae
Ficus triloba,Ficus triloba Buch.-Ham. ex Voigt,Moraceae
Ficus hirta,Ficus hirta Vahl,Moraceae
Alpinia roxburghii,Alpinia roxburghii Sweet,Zingiberaceae
Lomatia silaifolia,Lomatia silaifolia R.Br.,Proteaceae
Borago officinalis,Borago officinalis L.,Boraginaceae
Baccharis halimifolia,Baccharis halimifolia L.,Asteraceae
Potentilla fruticosa 'Maanleys',Potentilla fruticosa L.,Rosaceae
Potentilla fruticosa 'Blink',Potentilla fruticosa L.,Rosaceae
Corydalis solida,Corydalis solida (L.) Clairv.,Papaveraceae
Corydalis cava,Corydalis cava (L.) Schweigg. & Körte,Papaveraceae
Helianthus tuberosus,Helianthus tuberosus Parry,NA
Serenoa repens,Serenoa repens (W.Bartram) Small,Arecaceae
Ipomoea pes-caprae,Ipomoea pes-caprae (L.) R.Br.,Convolvulaceae
Acacia senegal,Acacia senegal sensu O.B.Mill.,NA
Rudbeckia auriculata,Rudbeckia auriculata (Perdue) Kral,Asteraceae
Psittacanthus auriculatus,Psittacanthus auriculatus Eichler,Loranthaceae
Arum creticum,Arum creticum Boiss. & Heldr.,Araceae
Arum idaeum,Arum idaeum Coustur. & Gand.,Araceae
Multiple plant taxa (90 species),Multidentia Gilli,Rubiaceae
Dinizia excelsa,Dinizia excelsa Ducke,Fabaceae
Leptospermum sp.,Leptospermum J.R.Forst. & G.Forst.,Myrtaceae
Magnolia tamaulipana,Magnolia tamaulipana Vazquez,Magnoliaceae
Magnolia schiedeana,Magnolia schiedeana Schltdl.,Magnoliaceae
Agalinis aspera,Agalinis aspera (Douglas ex Benth.) Britton,Orobanchaceae
Agalinis auriculata,Agalinis auriculata (Michx.) S.F.Blake,Orobanchaceae
Agalinis tenuifolia,Agalinis tenuifolia (Vahl) Raf.,Orobanchaceae
Nelumbo lutea,Nelumbo lutea (Willd.) Pers.,Nelumbonaceae
Arisaema dracontium,Arisaema dracontium (L.) Schott,Araceae
Rhododendron ponticum,Rhododendron ponticum L.,Ericaceae
Digitalis purpurea,Digitalis purpurea L.,Plantaginaceae
Calochortus pallidus,Calochortus pallidus Schult.f.,Liliaceae
Eugenia uniflora,Eugenia uniflora O.Berg,Myrtaceae
Crescentia cujete,Crescentia cujete L.,Bignoniaceae
Psittacanthus robustus,Psittacanthus robustus Mart.,Loranthaceae
Agalinis strictifolia,Agalinis strictifolia (Benth.) Pennell,Orobanchaceae
Agalinis skinneriana,Agalinis skinneriana (Alph.Wood ex A.Gray) Britton,Orobanchaceae
Spathiphyllum croatii,Spathiphyllum croatii Diaz Jim. & Pérez-Farr.,Araceae
Spathiphyllum ortgiesii,Spathiphyllum ortgiesii Regel,Araceae
Amelanchier nantucketensis,Amelanchier nantucketensis E.P.Bicknell,Rosaceae
Amelanchier humilis,Amelanchier humilis Rosend. & Butters,NA
Amelanchier stolonifera,Amelanchier stolonifera Wiegand,Rosaceae
Prunus pumila,Prunus pumila Lumn.,NA
Allium cepa,Allium cepa L.,Amaryllidaceae
Raphanus raphanistrum subsp. sativus L.,Raphanus raphanistrum var. sativus (L.) Schmalh.,Brassicaceae
Clusia arrudae,Clusia arrudea Planch. & Triana ex Engl.,Clusiaceae
Chamaecrista debilis,Chamaecrista debilis (Vogel) H.S.Irwin & Barneby,Fabaceae
Heliconia wagneriana,Heliconia wagneriana Petersen,Heliconiaceae
Heliconia aff. tortuosa,Heliconia L.,Heliconiaceae
Heliconia trinidatis,Heliconia trichocarpa G.S.Daniels & F.G.Stiles,Heliconiaceae
Heliconia psittacorum,Heliconia psittacorum L.f.,Heliconiaceae
Philodendron selloum,Philodendron selloum K.Koch,NA
Lysimachia punctata,Lysimachia punctata L.,Primulaceae
Vaccinium corymbosum cv. Bluecrop,Vaccinium corymbosum L.,Ericaceae
Clematis stans,Clematis stans Siebold & Zucc.,Ranunculaceae
Hymenaea cangaceira,"Hymenaea cangaceira R.B.Pinto, Mansano & A.M.G.Azevedo",Fabaceae
Harpochilus neesianus,Harpochilus neesianus Mart. ex Nees,Acanthaceae
Ditassa hastata,Ditassa hastata Decne.,Apocynaceae
Ditassa capillaris,Ditassa capillaris E.Fourn.,Apocynaceae
Marsdenia megalantha,Marsdenia megalantha Goyder & Morillo,Apocynaceae
Erythroxylum havanense,Erythroxylum havanense Jacq.,Erythroxylaceae
Encephalartos villosus,Encephalartos villosus Lem.,Zamiaceae
Cucurbita maxima var. Paine,Cucurbita maxima subsp. andreana (Naudin) Filov,Cucurbitaceae
Hepatica nobilis,Hepatica nobilis Schreb.,Ranunculaceae
Anemone nemorosa,Anemone nemorosa L.,Ranunculaceae
Anemone ranunculoides,Anemone ranunculoides L.,Ranunculaceae
Ranunculus cassubicus,Ranunculus cassubicus L.,Ranunculaceae
Ranunculus lanuginosus,Ranunculus lanuginosus L.,Ranunculaceae
Verbascum thapsus,Verbascum thapsus L.,Scrophulariaceae
Justicia rusbyi,Justicia rusbyi (Lindau) V.A.W.Graham,Acanthaceae
Lasiacis ligulata,Lasiacis ligulata Hitchc. & Chase,Poaceae
Olyra latifolia,Olyra latifolia L.,Poaceae
Stachytarpheta cassiae,Stachytarpheta cassiae S.Atkins,Verbenaceae
Cucumis sativus var. caipira,Cucumis sativus var. chatte Forssk.,Cucurbitaceae
Aframomum hirsutum Pop1,Aframomum hirsutum D.J.Harris & Wortley,Zingiberaceae
Aframomum hirsutum Pop2,Aframomum hirsutum D.J.Harris & Wortley,Zingiberaceae
Aframomum subsericeum,Aframomum subsericeum (Oliv. & D.Hanb.) K.Schum.,Zingiberaceae
Aframomum sericeum,Aframomum sericeum Dhetchuvi & D.J.Harris,Zingiberaceae
Aframomum alboviolaceum,Aframomum alboviolaceum (Ridl.) K.Schum.,Zingiberaceae
Silene vulgaris,Silene vulgaris (Moench) Garcke,Caryophyllaceae
Salix setchelliana,Salix setchelliana C.R.Ball,Salicaceae
Byrsonima lucida,Byrsonima lucida (Mill.) DC.,Malpighiaceae
Hibbertia spanantha,Hibbertia spanantha Toelken & A.F.Rob.,Dilleniaceae
Pimelea microcephala subsp. microcephala,Pimelea microcephala subsp. microcephala ,Thymelaeaceae
Lomandra leucocephala ssp. robusta,Lomandra leucocephala subsp. robusta A.T.Lee,Asparagaceae
Ceropegia mixta,Ceropegia micans Nimmo,NA
Schisandra sphenanthera,Schisandra sphenanthera Rehder & E.H.Wilson,Schisandraceae
Aconitum gymnandrum,Aconitum gymnandrum Maxim.,Ranunculaceae
Gentiana straminea,Gentiana straminea Maxim.,Gentianaceae
Gentianopsis paludosa,Gentianopsis paludosa (Hook.f.) Ma,Gentianaceae
Swertia przewalskii,Swertia przewalskii Pissjauk.,Gentianaceae
Passiflora amethystina,Passiflora amethystina J.C.Mikan,Passifloraceae
Passiflora cincinnata,Passiflora cincinnata Mast.,Passifloraceae
Passiflora tenuifila,Passiflora tenuifila Killip,Passifloraceae
Passiflora tricuspis,Passiflora tricuspis Mast.,Passifloraceae
Silene virginica,Silene virginica L.,Caryophyllaceae
Sabatia angularis,Sabatia angularis (L.) Pursh,Gentianaceae
Cleistocactus baumannii,Cleistocactus baumannii (Lem.) Lem.,Cactaceae
Zenobia pulverulenta,Zenobia pulverulenta (W.Bartram ex Willd.) Pollard,Ericaceae
Aloe maculata,Aloe maculata Forssk.,Asphodelaceae
Bulbine abyssinica,Bulbine abyssinica A.Rich.,Asphodelaceae
Aloe pruinosa,Aloe pruinosa Reynolds,Asphodelaceae
Onosma gigantea,Onosma gigantea Lam.,Boraginaceae
Trichodesma africana,Trichodesma africanum (L.) Sm.,Boraginaceae
Trichodesma boissieri,Trichodesma boissieri Post,Boraginaceae
Ficus pungens,Ficus pungens Reinw. ex Blume,Moraceae
Dianella revoluta,Dianella revoluta R.Br.,Asphodelaceae
Dianella longifolia,Dianella longifolia R.Br.,Asphodelaceae
Echium wildpretii ssp. wildpretii,Echium wildpretii subsp. trichosiphon (Svent.) Bramwell,Boraginaceae
Lindera obtusiloba,Lindera obtusiloba Blume,Lauraceae
Lindera praecox,Lindera praecox (Siebold & Zucc.) Blume,Lauraceae
Echium spp. (20 endemic species + E. plantagineum),Echium L.,Boraginaceae
Ceiba pentandra,Ceiba pentandra (L.) Gaertn.,Malvaceae
Opuntia quimilo,Opuntia quimilo K.Schum.,Cactaceae
Hemiandra pungens,Hemiandra pungens R.Br.,Lamiaceae
Jacksonia sericea,Jacksonia sericea Benth.,Fabaceae
Patersonia occidentalis,Patersonia occidentalis R.Br.,Iridaceae
Tricoryne elatior,Tricoryne elatior R.Br.,Asphodelaceae
Decodon verticillatus,Decodon verticillatus (L.) Elliott,Lythraceae
Phacelia linearis,Phacelia linearis (Pursh) Holz.,Boraginaceae
Multiple plant species,Multidentia Gilli,Rubiaceae
Cyrtopodium punctatum,Cyrtopodium punctatum (L.) Lindl.,Orchidaceae
Lindera umbellata,Lindera umbellata Thunb.,Lauraceae
Lindera erythrocarpa,Lindera erythrocarpa Makino,Lauraceae
Lindera glauca,Lindera glauca (Siebold & Zucc.) Blume,Lauraceae
Tanacetum vulgare,Tanacetum vulgare L.,Asteraceae
Cassia didymobotrya,Cassia didymobotrya Fresen.,Fabaceae
Cassia auriculata,Cassia auriculata L.,Fabaceae
Acca sellowiana,Acca sellowiana (O.Berg) Burret,Myrtaceae
Cypripedium parviflorum,Cypripedium parviflorum Salisb.,Orchidaceae
Cypripedium kentuckiense,Cypripedium kentuckiense C.F.Reed,Orchidaceae
Physaria filiformis,Physaria filiformis (Rollins) O'Kane & Al-Shehbaz,Brassicaceae
Thelymitra macrophylla,Thelymitra macrophylla Lindl.,Orchidaceae
Thelymitra crinita,Thelymitra crinita Lindl.,Orchidaceae
Asclepias meadii,Asclepias meadii Torr. ex A.Gray,Apocynaceae
Denmoza rhodacantha,Denmoza rhodacantha (Salm-Dyck) Britton & Rose,Cactaceae
Symphytum officinale,Symphytum officinale L.,Boraginaceae
Metrosideros excelsa,Metrosideros excelsa Sol. ex Gaertn.,Myrtaceae
Clarkia speciosa ssp. polyantha,Clarkia speciosa subsp. polyantha F.H.Lewis & M.E.Lewis,Onagraceae
Clarkia xantiana ssp. xantiana,Clarkia xantiana subsp. xantiana ,Onagraceae
Clarkia cylindrica ssp. clavicarpa,Clarkia cylindrica subsp. clavicarpa W.S.Davis,Onagraceae
Daucus carota ssp. maxima,Daucus carota subsp. maximus (Desf.) Ball,Apiaceae
Combretum constrictum,Combretum constrictum (Benth.) M.A.Lawson,Combretaceae
Scolymus hispanicus,Scolymus hispanicus L.,Asteraceae
